ArraySize,AdditionsPerSecond,ActualRuntime
3202,3257974380.459785,1029917
3202,3258281253.034511,1029820
3202,3258085101.011572,1029882
3202,3257677053.934375,1030011
3202,3258094591.694753,1029879
3202,3257670728.427699,1030013
3202,3258078773.920169,1029884
4684,3144107616.612617,1562138
4684,3142954765.148514,1562711
4684,3144391432.249870,1561997
4684,3144391432.249870,1561997
4684,3143276593.211998,1562551
4684,3144222344.423881,1562081
4684,3144298834.283051,1562043
4684,3143974784.343146,1562204
4684,3142779798.796773,1562798
4684,3144379353.944903,1562003
4684,3142944709.083416,1562716
4684,3144417602.228960,1561984
4684,3144441759.519377,1561972
4684,3143270558.329504,1562554
4684,3144393445.309719,1561996
4684,3144379353.944903,1562003
4684,3142912530.107530,1562732
4684,3144272666.280850,1562056
4684,3144413576.049977,1561986
4684,3144327015.695611,1562029
6850,3069647538.818130,1169621
6850,3069555684.748336,1169656
6850,3068115607.094483,1170205
6850,3069442842.987811,1169699
6850,3069332633.463305,1169741
6850,3068390927.271173,1170100
6850,3069290650.964260,1169757
6850,3069419225.994864,1169708
6850,3069768269.670607,1169575
6850,3068204752.980547,1170171
6850,3022644401.583083,1187809
6850,3069602923.297636,1169638
6850,3069644914.339847,1169622
6850,3069369369.092104,1169727
6850,3069581928.207338,1169646
6850,3069623918.675137,1169630
6850,3069146344.882767,1169812
6850,3069721026.032132,1169593
6850,3069099120.385014,1169830
6850,3069348377.196545,1169735
10018,3017708582.760921,1740151
10018,2912909841.980922,1802757
10018,3018536006.171271,1739674
10018,3018508244.572309,1739690
10018,2950059749.839190,1780055
10018,2989157732.477521,1756772
10018,3018622764.459446,1739624
10018,3017405134.440329,1740326
10018,3018536006.171271,1739674
10018,3018541211.527927,1739671
10018,3018640116.715547,1739614
10018,3018598471.636053,1739638
10018,3018563768.280892,1739658
10018,3018402408.160708,1739751
10018,3018688704.093963,1739586
10018,3018305253.398797,1739807
10018,3018242800.068742,1739843
10018,3018565503.429699,1739657
10018,3018652263.413518,1739607
10018,3018591530.901186,1739642
14650,2986736093.761424,1285646
14650,2986740740.049345,1285644
14650,2986798819.868094,1285619
14650,2986956808.403556,1285551
14650,2987000955.246544,1285532
14650,2986949837.968689,1285554
14650,2986682662.489335,1285669
14650,2918336067.075094,1315779
14650,2986701247.062795,1285661
14650,2987077634.443901,1285499
14650,2987103195.051218,1285488
14650,2986731447.487959,1285648
14650,2986680339.433914,1285670
14650,2986847608.661494,1285598
14650,2985869813.743032,1286019
14650,2985760693.463633,1286066
14650,2987100871.341567,1285489
14650,2943798834.404837,1304398
14650,2985742120.593372,1286074
14650,2985421774.948453,1286212
21426,2965740863.703165,1893683
21426,2965056625.768167,1894120
21426,2917272754.000348,1925145
21426,2965863026.343931,1893605
21426,2965402619.675072,1893899
21426,2965728334.770562,1893691
21426,2965761223.444423,1893670
21426,2965740863.703165,1893683
21426,2965700145.059246,1893709
21426,2965823870.555494,1893630
21426,2965869291.366027,1893601
21426,2965535715.756669,1893814
21426,2965889652.870635,1893588
21426,2964765489.841662,1894306
21426,2965996163.758502,1893520
21426,2965957004.454607,1893545
21426,2965686050.404548,1893718
21426,2965930376.718586,1893562
21426,2965801943.765565,1893644
21426,2965797245.209904,1893647
31334,2949307085.019516,1392445
31334,2949847293.832020,1392190
31334,2950563640.387053,1391852
31334,2950305037.306731,1391974
31334,2949046584.439682,1392568
31334,2949033878.271460,1392574
31334,2950527602.813196,1391869
31334,2949396046.977778,1392403
31334,2949245662.037496,1392474
31334,2950186349.432124,1392030
31334,2950495805.684957,1391884
31334,2950379222.077979,1391939
31334,2950245692.175730,1392002
31334,2950461889.503556,1391900
31334,2946370120.380275,1393833
31334,2941320319.203338,1396226
31334,2941097034.229682,1396332
31334,2950305037.306731,1391974
31334,2950491566.119639,1391886
31334,2950468248.728175,1391897
45825,2936044784.845422,1022846
45825,2936529973.784489,1022677
45825,2934765114.942753,1023292
45825,2935301522.326643,1023105
45825,2925810059.000958,1026424
45825,2936429477.702423,1022712
45825,2936647706.515319,1022636
45825,2936268698.277616,1022768
45825,2936587403.205572,1022657
45825,2935051939.420949,1023192
45825,2934008167.603922,1023556
45825,2935998858.105981,1022862
45825,2934524225.700036,1023376
45825,2936475417.915001,1022696
45825,2935158078.687980,1023155
45825,2934811003.092030,1023276
45825,2935588451.669347,1023005
45825,2936239989.518742,1022778
45825,2936248602.087458,1022775
45825,2936664936.487293,1022630
67017,2931209772.922640,1498344
67017,2931129566.833624,1498385
67017,2930462656.949969,1498726
67017,2931153041.332165,1498373
67017,2930718823.965114,1498595
67017,2931147172.672280,1498376
67017,2931178472.463227,1498360
67017,2931231292.376261,1498333
67017,2931235205.038139,1498331
67017,2931092399.646557,1498404
67017,2931199991.457264,1498349
67017,2931078706.709975,1498411
67017,2931176516.206708,1498361
67017,2931182384.984096,1498358
67017,2931198035.172022,1498350
67017,2931100224.239189,1498400
67017,2929839048.194017,1499045
67017,2931225423.403028,1498336
67017,2931084575.095702,1498408
67017,2931055233.402050,1498423
98010,2927700243.859081,1096945
98010,2923010402.246281,1098705
98010,2923079574.652833,1098679
98010,2927769638.414505,1096919
98010,2927633521.427204,1096970
98010,2926262381.957277,1097484
98010,2927753623.994348,1096925
98010,2927558795.913940,1096998
98010,2927686899.129404,1096950
98010,2927782983.898464,1096914
98010,2927665547.814957,1096958
98010,2927753623.994348,1096925
98010,2923529275.109011,1098510
98010,2927542783.800241,1097004
98010,2927297286.654951,1097096
98010,2927425366.984854,1097048
98010,2926627715.754451,1097347
98010,2927823021.080336,1096899
98010,2927702912.819615,1096944
98010,2927681561.271596,1096952
143335,2921196700.337915,1607801
143335,2921076790.555438,1607867
143335,2923427726.329444,1606574
143335,2924183082.745855,1606159
143335,2921354778.275240,1607714
143335,2924716617.700356,1605866
143335,2924612808.957839,1605923
143335,2924991655.430758,1605715
143335,2924844112.203543,1605796
143335,2923940962.166281,1606292
143335,2921276645.662249,1607757
143335,2922050888.087146,1607331
143335,2923990111.220751,1606265
143335,2924614630.100341,1605922
143335,2924394288.322292,1606043
143335,2924246805.352513,1606124
143335,2925009871.676304,1605705
143335,2925059056.672633,1605678
143335,2924459841.084130,1606007
143335,2924833183.667725,1605802
209620,2921125577.945694,1175716
209620,2922694171.059966,1175085
209620,2922380815.019601,1175211
209620,2922686709.420912,1175088
209620,2920246311.869192,1176070
209620,2922699145.507168,1175083
209620,2921697136.333397,1175486
209620,2919943410.599630,1176192
209620,2921344234.740921,1175628
209620,2921396419.041397,1175607
209620,2922554893.412790,1175141
209620,2922763814.861747,1175057
209620,2917522460.685306,1177168
209620,2921279628.189927,1175654
209620,2922097360.304597,1175325
209620,2920228930.588728,1176077
209620,2922527536.863317,1175152
209620,2921898477.546037,1175405
209620,2922522563.000254,1175154
209620,2922055095.453068,1175342
306559,2918378193.510975,1721029
306559,2920105455.139531,1720011
306559,2918486723.437141,1720965
306559,2918405325.235777,1721013
306559,2918422282.819960,1721003
306559,2916905359.086311,1721898
306559,2918352757.977135,1721044
306559,2917078157.923470,1721796
306559,2918295105.741866,1721078
306559,2918671582.049864,1720856
306559,2912857228.855222,1724291
306559,2918345975.242991,1721048
306559,2918066214.930982,1721213
306559,2917852615.899599,1721339
306559,2917374674.216915,1721621
306559,2918213718.228648,1721126
306559,2918673278.108847,1720855
306559,2918139116.995997,1721170
306559,2918278149.635580,1721088
306559,2918301888.239553,1721074
448328,2917958436.585085,1258655
448328,2919201582.680176,1258119
448328,2917986256.627177,1258643
448328,2917914389.269978,1258674
448328,2916621381.921679,1259232
448328,2917772983.193444,1258735
448328,2917986256.627177,1258643
448328,2918181011.776166,1258559
448328,2917914389.269978,1258674
448328,2917710397.994220,1258762
448328,2918118409.071768,1258586
448328,2917351164.532690,1258917
448328,2918255211.052286,1258527
448328,2917879616.013169,1258689
448328,2918021032.425784,1258628
448328,2916468521.350784,1259298
448328,2918222748.404701,1258541
448328,2916591271.754107,1259245
448328,2917460084.043627,1258870
448328,2918315500.742550,1258501
655657,2917565988.253980,1840964
655657,2918020897.745775,1840677
655657,2918054189.375961,1840656
655657,2917765687.149005,1840838
655657,2917765687.149005,1840838
655657,2917732402.101410,1840859
655657,2917190438.197676,1841201
655657,2917821163.915965,1840803
655657,2917806898.260116,1840812
655657,2915901310.249917,1842015
655657,2917905175.607769,1840750
655657,2917876642.792573,1840768
655657,2917543801.175245,1840978
655657,2917469318.450320,1841025
655657,2917965413.383517,1840712
655657,2917946390.659328,1840724
655657,2917965413.383517,1840712
655657,2917876642.792573,1840768
655657,2917082703.287787,1841269
655657,2917846525.426353,1840787
958866,2917957755.624535,1345978
958866,2916300247.337465,1346743
958866,2917964259.365887,1345975
958866,2916583948.457314,1346612
958866,2917899223.256972,1346005
958866,2917855867.461600,1346025
958866,2918044474.559749,1345938
958866,2916568787.459556,1346619
958866,2917847196.457134,1346029
958866,2917892719.805529,1346008
958866,2917951251.912174,1345981
958866,2917862370.748769,1346022
958866,2917832022.323326,1346036
958866,2917825519.171436,1346039
958866,2917931740.949041,1345990
958866,2917853699.705652,1346026
958866,2917730142.940666,1346083
958866,2918007618.382487,1345955
958866,2912519953.043809,1348491
958866,2917957755.624535,1345978
1402294,2917384797.141832,1968814
1402294,2917940577.279763,1968439
1402294,2917826439.815577,1968516
1402294,2917734543.411539,1968578
1402294,2917910930.326717,1968459
1402294,2917820510.840631,1968520
1402294,2917035134.709631,1969050
1402294,2917905001.008401,1968463
1402294,2917924271.381036,1968450
1402294,2917876837.075472,1968482
1402294,2917808652.963026,1968528
1402294,2917931683.130593,1968445
1402294,2917928718.426252,1968447
1402294,2917819028.600660,1968521
1402294,2916635199.967502,1969320
1402294,2917899071.714182,1968467
1402294,2917862014.171254,1968492
1402294,2917854602.775620,1968497
1402294,2917947989.112157,1968434
1402294,2916584845.588960,1969354
2050785,2917855956.760212,1439415
2050785,2917797171.685734,1439444
2050785,2917894472.403703,1439396
2050785,2917626911.043064,1439528
2050785,2916514625.259622,1440077
2050785,2916536903.169716,1440066
2050785,2917847848.333251,1439419
2050785,2917728254.269950,1439478
2050785,2917837712.862923,1439424
2050785,2917841767.042604,1439422
2050785,2917803252.790493,1439441
2050785,2917726227.336418,1439479
2050785,2917793117.629977,1439446
2050785,2917716092.710999,1439484
2050785,2917724200.405702,1439480
2050785,2917266186.290812,1439706
2050785,2917675554.913359,1439504
2050785,2917286449.361532,1439696
2050785,2917823523.322758,1439431
2050785,2917420192.688399,1439630
2999171,2917739143.322395,1052578
2999171,2917769635.567142,1052567
2999171,2917844482.870009,1052540
2999171,2917686476.400750,1052597
2999171,2917822305.491056,1052548
2999171,2917697564.015721,1052593
2999171,2917708651.714962,1052589
2999171,2917680932.624865,1052599
2999171,2917229185.703891,1052762
2999171,2917797356.342697,1052557
2999171,2917794584.241438,1052558
2999171,2917714195.596184,1052587
2999171,2916694476.022242,1052955
2999171,2916492279.407575,1053028
2999171,2917428713.106423,1052690
2999171,2917739143.322395,1052578
2999171,2917029685.591461,1052834
2999171,2917863888.353145,1052533
2999171,2916547672.952152,1053008
2999171,2917675388.870047,1052601
4386138,2917734715.911822,1539346
4386138,2917937541.863219,1539239
4386138,2917816222.017367,1539303
4386138,2917638051.782614,1539397
4386138,2917821908.659781,1539300
4386138,2917531918.155345,1539453
4386138,2917783998.129044,1539320
4386138,2917632365.856827,1539400
4386138,2916611154.078181,1539939
4386138,2917556555.630619,1539440
4386138,2917859820.175667,1539280
4386138,2913808867.148473,1541420
4386138,2917787789.137787,1539318
4386138,2917833282.011104,1539294
4386138,2916289213.295942,1540109
4386138,2917814326.474823,1539304
4386138,2917617203.496409,1539408
4386138,2917679749.248884,1539375
4386138,2917814326.474823,1539304
4386138,2917698703.036642,1539365
6414508,2917547774.191801,1125681
6414508,2916446671.982922,1126106
6414508,2916529549.567791,1126074
6414508,2917718843.476677,1125615
6414508,2916646104.141190,1126029
6414508,2917760317.839657,1125599
6414508,2917770686.614635,1125595
6414508,2916187709.886113,1126206
6414508,2916387106.628104,1126129
6414508,2917744764.815366,1125605
6414508,2917718843.476677,1125615
6414508,2916234319.669540,1126188
6414508,2917501122.413718,1125699
6414508,2917721435.589820,1125614
6414508,2917762910.026492,1125598
6414508,2917254929.409821,1125794
6414508,2917451880.488719,1125718
6414508,2917827716.194330,1125573
6414508,2917413006.458902,1125733
6414508,2917747356.974566,1125604
9380897,2917827749.812587,1646094
9380897,2917815341.828964,1646101
9380897,2917549481.822639,1646251
9380897,2917712536.881310,1646159
9380897,2917751531.008658,1646137
9380897,2917753303.493757,1646136
9380897,2917794071.245413,1646113
9380897,2916470587.663796,1646860
9380897,2917740896.143288,1646143
9380897,2917769255.956558,1646127
9380897,2917636324.096314,1646202
9380897,2917746213.566282,1646140
9380897,2917273038.805107,1646407
9380897,2917756848.470416,1646134
9380897,2917813569.268490,1646102
9380897,2915089917.700469,1647640
9380897,2916615810.995775,1646778
9380897,2916564449.871782,1646807
9380897,2917740896.143288,1646143
9380897,2917776345.996016,1646123
13719093,2917762643.599858,1203692
13719093,2917592972.697261,1203762
13719093,2917563888.238158,1203774
13719093,2916725535.660897,1204120
13719093,2917529957.102081,1203788
13719093,2917653567.182865,1203737
13719093,2917735979.722573,1203703
13719093,2917677805.681853,1203727
13719093,2916214522.419501,1204331
13719093,2917774763.705183,1203687
13719093,2916664979.715898,1204145
13719093,2916674668.498125,1204141
13719093,2917794156.083142,1203679
13719093,2917668110.233931,1203731
13719093,2917672957.949837,1203729
13719093,2917711740.257021,1203713
13719093,2916568095.433841,1204185
13719093,2917794156.083142,1203679
13719093,2917202804.498294,1203923
13719093,2917750523.595224,1203697
20063488,2916083787.860809,1761353
20063488,2916224520.061683,1761268
20063488,2913771104.370385,1762751
20063488,2915052718.084696,1761976
20063488,2905233817.383144,1767931
20063488,2913843836.780588,1762707
20063488,2911401024.608516,1764186
20063488,2916318901.028894,1761211
20063488,2916832308.005958,1760901
20063488,2915380330.552431,1761778
20063488,2916794210.312314,1760924
20063488,2910899425.896435,1764490
20063488,2916630235.948082,1761023
20063488,2914346450.840131,1762403
20063488,2916739550.142337,1760957
20063488,2916461311.945489,1761125
20063488,2915951346.432138,1761433
20063488,2913875245.080241,1762688
20063488,2915087461.371034,1761955
20063488,2907437504.210086,1766591
29341848,2799202029.627554,1341724
29341848,2797627779.652419,1342479
29341848,2816651225.577691,1333412
29341848,2810366212.359529,1336394
29341848,2799467011.330526,1341597
29341848,2794653014.938522,1343908
29341848,2800086888.839186,1341300
29341848,2799930328.207995,1341375
29341848,2801507171.308797,1340620
29341848,2810422993.084983,1336367
29341848,2810115983.907377,1336513
29341848,2797994598.834987,1342303
29341848,2778668375.209653,1351639
29341848,2800134904.274061,1341277
29341848,2797571514.764180,1342506
29341848,2794095820.785373,1344176
29341848,2798951699.303347,1341844
29341848,2798707670.342134,1341961
29341848,2802820124.299249,1339992
29341848,2799654824.015081,1341507
42910984,2765050015.102394,1986440
42910984,2742805898.479439,1001275
42910984,2760120137.407864,1989988
42910984,2765226805.644428,1986313
42910984,2762828836.686641,1988037
42910984,2774208741.733093,1979882
42910984,2766373012.203537,1985490
42910984,2761012268.862364,1989345
42910984,2767188329.920072,1984905
42910984,2762774638.394106,1988076
42910984,2662077505.794178,2063278
42910984,2764195614.210786,1987054
42910984,2761170498.549439,1989231
42910984,2776389318.853759,1978327
42910984,2770798217.643074,1982319
42910984,2772578704.381423,1981046
42910984,2773551735.020711,1980351
42910984,2762607887.753521,1988196
42910984,2773123237.390421,1980657
42910984,2760690313.569166,1989577
62755168,2681774948.435504,1497639
62755168,2689363727.247586,1493413
62755168,2690275249.563436,1492907
62755168,2695735673.203869,1489883
62755168,2684754345.822162,1495977
62755168,2683837593.084609,1496488
62755168,2691064773.874700,1492469
62755168,2684630520.719283,1496046
62755168,2683785584.794559,1496517
62755168,2666709217.183454,1506100
62755168,2654772348.222454,1512872
62755168,2691250505.573030,1492366
62755168,2682613243.243424,1497171
62755168,2695410027.629704,1490063
62755168,2691434459.318190,1492264
62755168,2683523780.570509,1496663
62755168,2677461016.018112,1500052
62755168,2686490894.375288,1495010
62755168,2690998060.979319,1492506
62755168,2683475370.317166,1496690
91776294,2675925252.276755,1097505
91776294,2687940721.161194,1092599
91776294,2688646965.335911,1092312
91776294,2681390622.203881,1095268
91776294,2662166945.104910,1103177
91776294,2680120629.282880,1095787
91776294,2680054593.206511,1095814
91776294,2667343614.559379,1101036
91776294,2710751144.770423,1083405
91776294,2676769131.912512,1097159
91776294,2684900976.014686,1093836
91776294,2672985590.400396,1098712
91776294,2719836471.300795,1079786
91776294,2685630182.371182,1093539
91776294,2685379703.211565,1093641
91776294,2693947000.586151,1090163
91776294,2683078465.784562,1094579
91776294,2684643270.523730,1093941
91776294,2678028623.718019,1096643
91776294,2674022380.327164,1098286
134218240,2676235733.958102,1604860
134218240,2679839221.514667,1602702
134218240,2679392851.639676,1602969
134218240,2661629493.569615,1613667
134218240,2678939946.608119,1603240
134218240,2666668123.664332,1610618
134218240,2683452426.175100,1600544
134218240,2685125026.022993,1599547
134218240,2681569264.042236,1601668
134218240,2681798653.913037,1601531
134218240,2694262848.138348,1594122
134218240,2682277652.701492,1601245
134218240,2683517814.689738,1600505
134218240,2706845148.962131,1586712
134218240,2676544272.204652,1604675
134218240,2688187065.984447,1597725
134218240,2691063867.114197,1596017
134218240,2686283813.999626,1598857
134218240,2686957714.194197,1598456
134218240,2690108180.966363,1596584
