EdgeSize,MegaUpdatesPerSecond,ActualRuntime
8,28.965899,1303213
8,29.009150,1301270
8,29.068324,1298621
8,28.991193,1302076
8,29.225997,1291615
8,29.182955,1293520
8,29.428022,1282748
8,29.048371,1299513
8,28.884026,1306907
8,29.115407,1296521
8,29.182820,1293526
8,29.048930,1299488
8,29.278224,1289311
8,29.247260,1290676
8,29.116260,1296483
8,29.144697,1295218
8,29.316310,1287636
8,29.375054,1285061
8,29.137925,1295519
8,29.359998,1285720
9,37.668482,1364011
9,37.860224,1357103
9,37.804483,1359104
9,37.833991,1358044
9,37.651506,1364626
9,37.432173,1372622
9,37.711557,1362453
9,37.677404,1363688
9,37.705275,1362680
9,37.795806,1359416
9,37.735958,1361572
9,37.812134,1358829
9,37.728338,1361847
9,37.635179,1365218
9,37.644692,1364873
9,37.818062,1358616
9,37.719115,1362180
9,37.749072,1361099
9,37.785300,1359794
9,37.787412,1359718
11,56.766458,1496212
11,57.097470,1487538
11,56.727331,1497244
11,56.801119,1495299
11,56.687047,1498308
11,56.874794,1493362
11,56.604010,1500506
11,56.961226,1491096
11,56.838446,1494317
11,56.969937,1490868
11,56.871976,1493436
11,56.794282,1495479
11,56.890070,1492961
11,56.928888,1491943
11,56.826543,1494630
11,57.012193,1489763
11,56.608386,1500390
11,56.677401,1498563
11,56.599219,1500633
11,56.688598,1498267
14,87.578486,1724110
14,87.545836,1724753
14,87.697409,1721772
14,87.695881,1721802
14,87.844755,1718884
14,87.417757,1727280
14,88.072252,1714444
14,87.786737,1720020
14,87.735423,1721026
14,87.446361,1726715
14,87.845164,1718876
14,87.421857,1727199
14,88.039182,1715088
14,88.058589,1714710
14,88.007624,1715703
14,87.560153,1724471
14,87.528988,1725085
14,87.822836,1719313
14,87.525386,1725156
14,87.993058,1715987
17,114.908912,1026594
17,114.751193,1028005
17,114.636223,1029036
17,114.766711,1027866
17,114.982163,1025940
17,114.671771,1028717
17,114.617065,1029208
17,114.595909,1029398
17,115.117934,1024730
17,114.701987,1028446
17,114.488250,1030366
17,115.055282,1025288
17,114.773746,1027803
17,114.774304,1027798
17,114.988776,1025881
17,114.611608,1029257
17,114.737799,1028125
17,114.853085,1027093
17,114.887985,1026781
