ArraySize,AdditionsPerSecond,ActualRuntime,MinimalRuntime
9380897,729413068.819999,1646193,1000000
13719093,729441266.903217,1203691,1000000
13719093,729284951.438973,1203949,1000000
13719093,729443084.919016,1203688,1000000
13719093,729403696.605533,1203753,1000000
13719093,729373400.797307,1203803,1000000
13719093,729401878.786066,1203756,1000000
13719093,729410362.021098,1203742,1000000
13719093,728811567.063519,1204731,1000000
13719093,729422481.270592,1203722,1000000
13719093,729384912.907964,1203784,1000000
13719093,729430358.998728,1203709,1000000
13719093,729111144.327192,1204236,1000000
13719093,729461871.612926,1203657,1000000
13719093,729432782.949311,1203705,1000000
13719093,729426117.123973,1203716,1000000
13719093,729425511.145892,1203717,1000000
13719093,729366130.177810,1203815,1000000
13719093,729467932.043199,1203647,1000000
13719093,729450357.072834,1203676,1000000
13719093,729369765.469439,1203809,1000000
20063488,729428864.873708,1760368,1000000
20063488,729382045.020651,1760481,1000000
20063488,729227954.860514,1760853,1000000
20063488,729193583.412458,1760936,1000000
20063488,729208905.223979,1760899,1000000
20063488,729413533.817502,1760405,1000000
20063488,728531220.621184,1762537,1000000
20063488,729080553.188179,1761209,1000000
20063488,729320318.295156,1760630,1000000
20063488,729307477.135008,1760661,1000000
20063488,729261915.376843,1760771,1000000
20063488,729213460.481303,1760888,1000000
20063488,728792960.342902,1761904,1000000
20063488,729288423.343577,1760707,1000000
20063488,729330260.149062,1760606,1000000
20063488,729427207.431157,1760372,1000000
20063488,729433837.246557,1760356,1000000
20063488,729360501.620816,1760533,1000000
20063488,729279725.204574,1760728,1000000
20063488,729201451.289300,1760917,1000000
29341848,726991350.642372,1291541,1000000
29341848,725952060.863313,1293390,1000000
29341848,716617237.478992,1310238,1000000
29341848,715380563.701569,1312503,1000000
29341848,726024473.018207,1293261,1000000
29341848,723856141.419359,1297135,1000000
29341848,723861721.884938,1297125,1000000
29341848,725979003.233483,1293342,1000000
29341848,726051420.763633,1293213,1000000
29341848,726771891.068486,1291931,1000000
29341848,725851605.905831,1293569,1000000
29341848,725972267.453458,1293354,1000000
29341848,725911089.841766,1293463,1000000
29341848,726002579.447924,1293300,1000000
29341848,725952060.863313,1293390,1000000
29341848,725979003.233483,1293342,1000000
29341848,725938590.428123,1293414,1000000
29341848,725935222.897435,1293420,1000000
29341848,726953639.184644,1291608,1000000
29341848,726944071.228104,1291625,1000000
42910984,726879388.916974,1889105,1000000
42910984,726583233.282624,1889875,1000000
42910984,726664363.611732,1889664,1000000
42910984,726938649.017365,1888951,1000000
42910984,726848608.262293,1889185,1000000
42910984,726565164.064972,1889922,1000000
42910984,725781364.646137,1891963,1000000
42910984,726572084.084694,1889904,1000000
42910984,726552862.133152,1889954,1000000
42910984,726610915.529291,1889803,1000000
42910984,726656672.755868,1889684,1000000
42910984,725529801.824879,1892619,1000000
42910984,726486362.027525,1890127,1000000
42910984,726600534.439606,1889830,1000000
42910984,726636292.775132,1889737,1000000
42910984,727192730.357768,1888291,1000000
42910984,717965181.745932,1912560,1000000
42910984,726577081.958695,1889891,1000000
42910984,725856560.559519,1891767,1000000
42910984,726542098.284534,1889982,1000000
62755168,726502711.498708,1382077,1000000
62755168,726667280.374941,1381764,1000000
62755168,726435433.238919,1382205,1000000
62755168,726645193.319467,1381806,1000000
62755168,721578292.343061,1391509,1000000
62755168,726535303.885993,1382015,1000000
62755168,726552126.907495,1381983,1000000
62755168,721570514.055094,1391524,1000000
62755168,726474852.582608,1382130,1000000
62755168,721743231.518893,1391191,1000000
62755168,726535829.593622,1382014,1000000
62755168,726415987.938436,1382242,1000000
62755168,726391288.652373,1382289,1000000
62755168,722630422.970270,1389483,1000000
62755168,726484313.861684,1382112,1000000
62755168,721780586.707536,1391119,1000000
62755168,726550549.716133,1381986,1000000
62755168,721545624.660456,1391572,1000000
62755168,725470731.761947,1384043,1000000
62755168,725402072.282820,1384174,1000000
91776294,726441048.981147,1010695,1000000
91776294,722107809.119163,1016760,1000000
91776294,726372055.152846,1010791,1000000
91776294,726435298.994858,1010703,1000000
91776294,726402238.340083,1010749,1000000
91776294,721926042.461476,1017016,1000000
91776294,726434580.252972,1010704,1000000
91776294,726441048.981147,1010695,1000000
91776294,726432424.035848,1010707,1000000
91776294,726457580.698783,1010672,1000000
91776294,726436736.482896,1010701,1000000
91776294,721766362.150169,1017241,1000000
91776294,726428111.640001,1010713,1000000
91776294,725409665.932902,1012132,1000000
91776294,725352333.305671,1012212,1000000
91776294,725322237.304076,1012254,1000000
91776294,726293015.834389,1010901,1000000
91776294,725302174.690452,1012282,1000000
91776294,726424518.015905,1010718,1000000
91776294,726428830.369086,1010712,1000000
134218240,726839813.711686,1477280,1000000
134218240,725382449.427393,1480248,1000000
134218240,725404011.879444,1480204,1000000
134218240,725284454.435414,1480448,1000000
134218240,726360418.195778,1478255,1000000
134218240,726436587.510994,1478100,1000000
134218240,723055869.619821,1485011,1000000
134218240,726481313.713245,1478009,1000000
134218240,723134269.454827,1484850,1000000
134218240,725311400.418673,1480393,1000000
134218240,726283282.332665,1478412,1000000
134218240,725763411.381501,1479471,1000000
134218240,726398255.149245,1478178,1000000
134218240,725590286.412438,1479824,1000000
134218240,726467059.710238,1478038,1000000
134218240,726413980.756975,1478146,1000000
134218240,726366314.604568,1478243,1000000
134218240,721769816.563899,1487657,1000000
134218240,726938229.479784,1477080,1000000
134218240,726441502.208932,1478090,1000000
