ArraySize,AdditionsPerSecond,ActualRuntime,MinimalRuntime
1024,832707869.507964,1289458,1000000
1024,832700120.204425,1289470,1000000
1024,832682039.057059,1289498,1000000
1024,832680747.576580,1289500,1000000
1024,832711744.213821,1289452,1000000
1024,832522571.516075,1289745,1000000
1024,832710452.641195,1289454,1000000
1024,832705932.168557,1289461,1000000
1024,779341627.502713,1377755,1000000
1024,832682684.798801,1289497,1000000
1024,832703349.063371,1289465,1000000
1024,832414787.985537,1289912,1000000
1024,832709806.856385,1289455,1000000
1024,832681393.316319,1289499,1000000
1024,832700765.974211,1289469,1000000
1024,832671061.600679,1289515,1000000
1024,832740805.657174,1289407,1000000
1024,832702057.516788,1289467,1000000
1024,832715618.955737,1289446,1000000
1024,832720785.334386,1289438,1000000
1497,797230043.961070,1967650,1000000
1497,797234906.014216,1967638,1000000
1497,797213432.393602,1967691,1000000
1497,797205329.441163,1967711,1000000
1497,797185883.027342,1967759,1000000
1497,796886608.978013,1968498,1000000
1497,797190339.413380,1967748,1000000
1497,797161981.443406,1967818,1000000
1497,797181021.572124,1967771,1000000
1497,797181021.572124,1967771,1000000
1497,797136866.069069,1967880,1000000
1497,797195200.982246,1967736,1000000
1497,797185477.903809,1967760,1000000
1497,797191959.929747,1967744,1000000
1497,797220320.032688,1967674,1000000
1497,797251923.667257,1967596,1000000
1497,796958673.386441,1968320,1000000
1497,797248276.966159,1967605,1000000
1497,797200062.610407,1967724,1000000
1497,797006453.605880,1968202,1000000
2190,774554901.508000,1481034,1000000
2190,774558039.415865,1481028,1000000
2190,774254303.260847,1481609,1000000
2190,774464958.959118,1481206,1000000
2190,774540781.237235,1481061,1000000
2190,774457116.122442,1481221,1000000
2190,774541304.201045,1481060,1000000
2190,774537643.469202,1481067,1000000
2190,774567453.292010,1481010,1000000
2190,774524569.709377,1481092,1000000
2190,774493194.486454,1481152,1000000
2190,774563269.318806,1481018,1000000
2190,774532936.864820,1481076,1000000
2190,774538166.428775,1481066,1000000
2190,774527184.426033,1481087,1000000
2190,774538689.389054,1481065,1000000
2190,774537120.510334,1481068,1000000
2190,773835423.509405,1482411,1000000
2190,774365105.370134,1481397,1000000
2190,774506267.187081,1481127,1000000
3202,759396075.832713,1104642,1000000
3202,759755099.083433,1104120,1000000
3202,759744089.496221,1104136,1000000
3202,759802581.583641,1104051,1000000
3202,759648457.132508,1104275,1000000
3202,759547346.938036,1104422,1000000
3202,759777807.364818,1104087,1000000
3202,759785377.093606,1104076,1000000
3202,759610623.636051,1104330,1000000
3202,759786753.424136,1104074,1000000
3202,759801893.389079,1104052,1000000
3202,759792946.973231,1104065,1000000
3202,759783312.607159,1104079,1000000
3202,759760603.996696,1104112,1000000
3202,759738584.822270,1104144,1000000
3202,759536343.371018,1104438,1000000
3202,759561789.603595,1104401,1000000
3202,759770925.924081,1104097,1000000
3202,759761292.116463,1104111,1000000
3202,759337646.314429,1104727,1000000
4684,749987934.300145,1637203,1000000
4684,749964572.387669,1637254,1000000
4684,749698074.776718,1637836,1000000
4684,749912814.903440,1637367,1000000
4684,749992973.334832,1637192,1000000
4684,749800621.881129,1637612,1000000
4684,749984269.590175,1637211,1000000
4684,749959533.734612,1637265,1000000
4684,749984727.676963,1637210,1000000
4684,749836336.833312,1637534,1000000
4684,749962740.142360,1637258,1000000
4684,749819394.701054,1637571,1000000
4684,749745224.648951,1637733,1000000
4684,749969611.108431,1637243,1000000
4684,749987476.209440,1637204,1000000
4684,749973733.748505,1637234,1000000
4684,748711578.213091,1639994,1000000
4684,749990682.856125,1637197,1000000
4684,749979230.672444,1637222,1000000
4684,749960449.848314,1637263,1000000
6850,743449173.375741,1207320,1000000
6850,743440552.490032,1207334,1000000
6850,742954411.964335,1208124,1000000
6850,743449789.160943,1207319,1000000
6850,743408533.807747,1207386,1000000
6850,743461489.273586,1207300,1000000
6850,743444247.130854,1207328,1000000
6850,743435010.597651,1207343,1000000
6850,743457794.461388,1207306,1000000
6850,743390678.432850,1207415,1000000
6850,743457178.662925,1207307,1000000
6850,743461489.273586,1207300,1000000
6850,743422079.836735,1207364,1000000
6850,743455331.273658,1207310,1000000
6850,743452868.102250,1207314,1000000
6850,743439936.720132,1207335,1000000
6850,743117413.539163,1207859,1000000
6850,743457178.662925,1207307,1000000
6850,743436857.885931,1207340,1000000
6850,743439320.951251,1207336,1000000
10018,738919255.777093,1776672,1000000
10018,739114780.863888,1776202,1000000
10018,739028653.874192,1776409,1000000
10018,739118109.846109,1776194,1000000
10018,739132674.495921,1776159,1000000
10018,738921335.286804,1776667,1000000
10018,738940467.325333,1776621,1000000
10018,739114780.863888,1776202,1000000
10018,739043631.039202,1776373,1000000
10018,739137252.075840,1776148,1000000
10018,739103961.878768,1776228,1000000
10018,739095223.698930,1776249,1000000
10018,738748360.093479,1777083,1000000
10018,739125184.032898,1776177,1000000
10018,739116861.474262,1776197,1000000
10018,739047791.470550,1776363,1000000
10018,739120606.602454,1776188,1000000
10018,739116029.228707,1776199,1000000
10018,739085653.548556,1776272,1000000
10018,739075667.568919,1776296,1000000
14650,736200301.544380,1303954,1000000
14650,736195784.846491,1303962,1000000
14650,736171508.544829,1304005,1000000
14650,736235307.832244,1303892,1000000
14650,736246600.893339,1303872,1000000
14650,736216110.423444,1303926,1000000
14650,736179976.840313,1303990,1000000
14650,736213287.359531,1303931,1000000
14650,736196914.015767,1303960,1000000
14650,736212158.140027,1303933,1000000
14650,734514913.393514,1306946,1000000
14650,736187316.187325,1303977,1000000
14650,736219498.128720,1303920,1000000
14650,736030963.293960,1304254,1000000
14650,736205947.494678,1303944,1000000
14650,736212722.749346,1303932,1000000
14650,736181670.522789,1303987,1000000
14650,736168685.822962,1304010,1000000
14650,736189574.477386,1303973,1000000
14650,736216675.038825,1303925,1000000
21426,734088450.749882,1912635,1000000
21426,734114166.921124,1912568,1000000
21426,731982403.768655,1918138,1000000
21426,734083845.058707,1912647,1000000
21426,734126066.057807,1912537,1000000
21426,733931889.664791,1913043,1000000
21426,733349210.237532,1914563,1000000
21426,733873580.058489,1913195,1000000
21426,734166372.451413,1912432,1000000
21426,731780587.251462,1918667,1000000
21426,733995196.766338,1912878,1000000
21426,733872429.304233,1913198,1000000
21426,734108409.412820,1912583,1000000
21426,734169059.701688,1912425,1000000
21426,734017836.502042,1912819,1000000
21426,734122227.584472,1912547,1000000
21426,734129136.865376,1912529,1000000
21426,734199004.678544,1912347,1000000
21426,734084996.476082,1912644,1000000
21426,734101116.698613,1912602,1000000
31334,732871996.682154,1400909,1000000
31334,732856825.926629,1400938,1000000
31334,732813932.706171,1401020,1000000
31334,732882982.793771,1400888,1000000
31334,732854210.342605,1400943,1000000
31334,732841132.702531,1400968,1000000
31334,732724500.799677,1401191,1000000
31334,732850025.447000,1400951,1000000
31334,732755354.955850,1401132,1000000
31334,731346562.371112,1403831,1000000
31334,732848456.123470,1400954,1000000
31334,732795103.122216,1401056,1000000
31334,732881413.329088,1400891,1000000
31334,732830670.926518,1400988,1000000
31334,732857872.165467,1400936,1000000
31334,732839040.323433,1400972,1000000
31334,732874612.393140,1400904,1000000
31334,732846886.806661,1400957,1000000
31334,732626725.979714,1401378,1000000
31334,732841655.799173,1400967,1000000
45825,731709861.870080,1026063,1000000
45825,731309305.734811,1026625,1000000
45825,731643547.374863,1026156,1000000
45825,731719132.595877,1026050,1000000
45825,731703443.812910,1026072,1000000
45825,731669216.076092,1026120,1000000
45825,731719845.738361,1026049,1000000
45825,731710574.994493,1026062,1000000
45825,731696312.770324,1026082,1000000
45825,731535901.051050,1026307,1000000
45825,731725550.928277,1026041,1000000
45825,731689181.866733,1026092,1000000
45825,731692747.301155,1026087,1000000
45825,731491711.070775,1026369,1000000
45825,731718419.454783,1026051,1000000
45825,731638556.447660,1026163,1000000
45825,731729829.879098,1026035,1000000
45825,731734108.879963,1026029,1000000
45825,731649251.375045,1026148,1000000
45825,731512379.913089,1026340,1000000
67017,730937468.337409,1502167,1000000
67017,730671887.446239,1502713,1000000
67017,730834812.543847,1502378,1000000
67017,730558612.218935,1502946,1000000
67017,730941847.661830,1502158,1000000
67017,730844541.713759,1502358,1000000
67017,730644173.093687,1502770,1000000
67017,730732671.896754,1502588,1000000
67017,730979804.005113,1502080,1000000
67017,730699117.629639,1502657,1000000
67017,731082013.756184,1501870,1000000
67017,730903408.716467,1502237,1000000
67017,730983697.186287,1502072,1000000
67017,731019224.380309,1501999,1000000
67017,731109761.335133,1501813,1000000
67017,730431766.217161,1503207,1000000
67017,731121445.156410,1501789,1000000
67017,730979317.360382,1502081,1000000
67017,731097591.085057,1501838,1000000
67017,731086394.812836,1501861,1000000
98010,730677451.588889,1098818,1000000
98010,730726662.443663,1098744,1000000
98010,730641545.148116,1098872,1000000
98010,730436148.368649,1099181,1000000
98010,730571072.396354,1098978,1000000
98010,730571737.170114,1098977,1000000
98010,730561100.935129,1098993,1000000
98010,730658168.061614,1098847,1000000
98010,730727992.558763,1098742,1000000
98010,730557777.175209,1098998,1000000
98010,730672131.893494,1098826,1000000
98010,730646199.487653,1098865,1000000
98010,730705381.260603,1098776,1000000
98010,730722007.078947,1098751,1000000
98010,730705381.260603,1098776,1000000
98010,730710036.413477,1098769,1000000
98010,730486655.960986,1099105,1000000
98010,730678781.524841,1098816,1000000
98010,730585032.899376,1098957,1000000
98010,730736638.424944,1098729,1000000
143335,730434558.442504,1607503,1000000
143335,730325520.932139,1607743,1000000
143335,730401843.770897,1607575,1000000
143335,730133875.566251,1608165,1000000
143335,730349142.963418,1607691,1000000
143335,730382761.565721,1607617,1000000
143335,730107997.527704,1608222,1000000
143335,730195627.068915,1608029,1000000
143335,730374583.783010,1607635,1000000
143335,730345054.425577,1607700,1000000
143335,730000419.034616,1608459,1000000
