ArraySize,AdditionsPerSecond,ActualRuntime
14650,1463687761.680120,1311716
14650,1463686645.823756,1311717
14650,1463727933.642352,1311680
14650,1463713426.846068,1311693
14650,1463684414.116133,1311719
14650,1463664329.053766,1311737
14650,1463679950.721303,1311723
14650,1463730165.482687,1311678
14650,1463012979.293938,1312321
14650,1463693340.987458,1311711
14650,1463683298.264874,1311720
14650,1463752484.260379,1311658
21426,1462063803.997851,1920632
21426,1462178760.425122,1920481
21426,1462251093.269791,1920386
21426,1462164294.714918,1920500
21426,1462238148.971856,1920403
21426,1461646762.926951,1921180
21426,1462198556.071348,1920455
21426,1462192465.046189,1920463
21426,1462190180.924838,1920466
21426,1462216068.051355,1920432
21426,1462145261.321774,1920525
21426,1461611005.883219,1921227
21426,1462124705.813745,1920552
21426,1462214545.253833,1920434
21426,1462227489.133870,1920417
21426,1462194749.174677,1920460
21426,1462256423.341434,1920379
21426,1461977027.675705,1920746
21426,1462242717.521429,1920397
21426,1461777633.409127,1921008
31334,1461755988.869043,1404731
31334,1461740380.111422,1404746
31334,1461740380.111422,1404746
31334,1461715406.792571,1404770
31334,1461753907.682101,1404733
31334,1461821549.291363,1404668
31334,1461731015.016854,1404755
31334,1461345069.410145,1405126
31334,1461668584.119617,1404815
31334,1461791369.953805,1404697
31334,1461180766.307736,1405284
31334,1461761191.862328,1404726
31334,1461114223.665597,1405348
31334,1461738298.968925,1404748
31334,1461365869.905900,1405106
31334,1461743501.836279,1404743
31334,1461226517.890182,1405240
31334,1461105906.261474,1405356
31334,1461776801.064418,1404711
31334,1461603037.416772,1404878
45825,1460528737.644612,1028094
45825,1460518793.387031,1028101
45825,1460493223.060755,1028119
45825,1460506008.111972,1028110
45825,1460535840.768649,1028089
45825,1460517372.789859,1028102
45825,1460568516.029127,1028066
45825,1460531578.885936,1028092
45825,1460506008.111972,1028110
45825,1460557150.555310,1028074
45825,1460530158.263893,1028093
45825,1460589826.769295,1028051
45825,1460555729.883520,1028075
45825,1460530158.263893,1028093
45825,1460487540.887618,1028123
45825,1460531578.885936,1028092
45825,1460407995.105911,1028179
45825,1459221519.608558,1029015
45825,1460565674.644090,1028068
45825,1459990521.870774,1028473
67017,1460367095.426137,1503718
67017,1460280666.335507,1503807
67017,1460312711.883568,1503774
67017,1460300087.711890,1503787
67017,1460365153.087011,1503720
67017,1460349614.560003,1503736
67017,1460250564.223008,1503838
67017,1460158323.542339,1503933
67017,1460272897.929599,1503815
67017,1460303972.049159,1503783
67017,1460366124.255928,1503719
67017,1460312711.883568,1503774
67017,1459600273.311940,1504508
67017,1460261245.475710,1503827
67017,1460281637.392057,1503806
67017,1460333105.237363,1503753
67017,1460001055.784375,1504095
67017,1460186479.988085,1503904
67017,1460241825.132477,1503847
67017,1460149585.555826,1503942
98010,1460161598.085324,1099716
98010,1460158942.565276,1099718
98010,1459832387.241764,1099964
98010,1459982372.157683,1099851
98010,1460170892.481556,1099709
98010,1460127077.078078,1099742
98010,1460043436.791068,1099805
98010,1459908039.497885,1099907
98010,1460174875.830449,1099706
98010,1460144337.377663,1099729
98010,1459369353.992909,1100313
98010,1460137698.752607,1099734
98010,1460104506.532795,1099759
98010,1460018213.823303,1099824
98010,1460127077.078078,1099742
98010,1460084591.925250,1099774
98010,1460012903.835872,1099828
98010,1460124421.683592,1099744
98010,1460127077.078078,1099742
98010,1460117783.239630,1099749
143335,1460039870.282315,1608416
143335,1459468211.598674,1609046
143335,1460047132.319660,1608408
143335,1459927317.940493,1608540
143335,1459779392.467099,1608703
143335,1459944562.738068,1608521
143335,1459790281.663787,1608691
143335,1459943655.106987,1608522
143335,1459998114.969455,1608462
143335,1459356654.273106,1609169
143335,1459940024.593945,1608526
143335,1459333982.105327,1609194
143335,1459115458.530478,1609435
143335,1459404721.598691,1609116
143335,1459333075.233269,1609195
143335,1459373885.591772,1609150
143335,1460011730.569922,1608447
143335,1459342144.004574,1609185
143335,1459556199.730383,1608949
143335,1460015361.439603,1608443
209620,1459594456.759734,1176496
209620,1458843022.949583,1177102
209620,1459565922.862274,1176519
209620,1459470404.454885,1176596
209620,1459527465.896052,1176550
209620,1459539871.147602,1176540
209620,1459274444.786251,1176754
209620,1459510098.898148,1176564
209620,1459135568.535415,1176866
209620,1458748838.323516,1177178
209620,1459332731.087688,1176707
209620,1459295526.528018,1176737
209620,1459517541.846641,1176558
209620,1459348853.652691,1176694
209620,1459490251.406619,1176580
209620,1459575847.569636,1176511
209620,1459369937.544458,1176677
209620,1459395983.193049,1176656
209620,1459668898.265609,1176436
209620,1459150446.869365,1176854
306559,1458860201.798867,1721417
306559,1458733091.421943,1721567
306559,1458135122.596708,1722273
306559,1458291766.738982,1722088
306559,1458819524.068163,1721465
306559,1459079731.204224,1721158
306559,1458783932.914592,1721507
306559,1458894101.640721,1721377
306559,1458794101.638402,1721495
306559,1458881389.015401,1721392
306559,1459049213.511086,1721194
306559,1458919527.556036,1721347
306559,1458595837.091668,1721729
306559,1459051756.603422,1721191
306559,1458822913.792413,1721461
306559,1458567881.042792,1721762
306559,1459000048.801686,1721252
306559,1458986486.706312,1721268
306559,1458566186.771241,1721764
306559,1459116184.566400,1721115
448328,1458632712.553437,1258954
448328,1458708025.886317,1258889
448328,1458690645.196139,1258904
448328,1458816954.309478,1258795
448328,1458718454.499238,1258880
448328,1458748582.440855,1258854
448328,1458757852.827113,1258846
448328,1459071956.776513,1258575
448328,1458718454.499238,1258880
448328,1458776393.953115,1258830
448328,1458147417.802351,1259373
448328,1458172890.639702,1259351
448328,1458776393.953115,1258830
448328,1458731200.784196,1258869
448328,1458698756.133345,1258897
448328,1458618809.403908,1258966
448328,1458827384.479967,1258786
448328,1458670947.581302,1258921
448328,1458484425.954783,1259082
448328,1457873062.297060,1259610
655657,1458834502.055789,1840899
655657,1458719604.746003,1841044
655657,1458840049.280457,1840892
655657,1458744959.837307,1841012
655657,1458810728.713601,1840929
655657,1458599972.300598,1841195
655657,1458823407.733011,1840913
655657,1458829747.325364,1840905
655657,1458169932.965492,1841738
655657,1458160432.197638,1841750
655657,1458764769.115697,1840987
655657,1458290286.741971,1841586
655657,1458732282.181477,1841028
655657,1458764769.115697,1840987
655657,1458840841.744568,1840891
655657,1458801219.593675,1840941
655657,1458825785.073686,1840910
655657,1458786956.146226,1840959
655657,1458059889.992654,1841877
655657,1458790125.777110,1840955
958866,1458698187.614811,1346237
958866,1458759951.863792,1346180
958866,1458750199.266225,1346189
958866,1458817386.472450,1346127
958866,1458842312.332479,1346104
958866,1458702521.777434,1346233
958866,1458862903.902800,1346085
958866,1458827139.968413,1346118
958866,1458437101.831593,1346478
958866,1458676517.188026,1346257
958866,1458805465.710053,1346138
958866,1458611509.770730,1346317
958866,1458742614.002716,1346196
958866,1458792461.464176,1346150
958866,1458766453.667951,1346174
958866,1458805465.710053,1346138
958866,1458762119.125405,1346178
958866,1458789210.438932,1346153
958866,1458816302.758727,1346128
958866,1458794628.822388,1346148
1402294,1458817621.257261,1968645
1402294,1458863566.331722,1968583
1402294,1458860602.046036,1968587
1402294,1458767974.188200,1968712
1402294,1458854673.510803,1968595
1402294,1458439795.749954,1969155
1402294,1458885798.858349,1968553
1402294,1458837629.240411,1968618
1402294,1458740558.598379,1968749
1402294,1458817621.257261,1968645
1402294,1458853191.384524,1968597
1402294,1458876164.680280,1968566
1402294,1458148781.344755,1969548
1402294,1458854673.510803,1968595
1402294,1458834665.060128,1968622
1402294,1458787239.813764,1968686
1402294,1458846521.853535,1968606
1402294,1458731667.277034,1968761
1402294,1458797613.822922,1968672
1402294,1458426464.307605,1969173
2050785,1458899599.358919,1439443
2050785,1458835750.597775,1439506
2050785,1458537863.592166,1439800
2050785,1458799268.100549,1439542
2050785,1458837777.456680,1439504
2050785,1458856019.440272,1439486
2050785,1458868181.016121,1439474
2050785,1458847911.835687,1439494
2050785,1458775960.793712,1439565
2050785,1458646264.168819,1439693
2050785,1458786094.313868,1439555
2050785,1458840817.755597,1439501
2050785,1458830683.475152,1439511
2050785,1458872234.919797,1439470
2050785,1458809401.944521,1439532
2050785,1458745561.077942,1439595
2050785,1458732388.261249,1439608
2050785,1458755694.175752,1439585
2050785,1458828656.635959,1439513
2050785,1458870207.965143,1439472
2999171,1458879273.702202,1052571
2999171,1458549476.685704,1052809
2999171,1458884817.783571,1052567
2999171,1458872343.659745,1052576
2999171,1458877887.688443,1052572
2999171,1458649231.479467,1052737
2999171,1458865413.683127,1052581
2999171,1458886203.810498,1052566
2999171,1458868185.665874,1052579
2999171,1458736528.117917,1052674
2999171,1458879273.702202,1052571
2999171,1458839080.372411,1052600
2999171,1458884817.783571,1052567
2999171,1458697728.321975,1052702
2999171,1458850167.966316,1052592
2999171,1458607665.323856,1052767
2999171,1458868185.665874,1052579
2999171,1458240600.475579,1053032
2999171,1458822449.297557,1052612
2999171,1458832150.711805,1052605
4386138,1458849351.518321,1539365
4386138,1458352928.035722,1539889
4386138,1458873992.018652,1539339
4386138,1458677838.791436,1539546
4386138,1458830397.853688,1539385
4386138,1458834188.547215,1539381
4386138,1458883469.355804,1539329
4386138,1458857880.828087,1539356
4386138,1458844613.055990,1539370
4386138,1458870201.118269,1539343
4386138,1458825659.514483,1539390
4386138,1458860723.953505,1539353
4386138,1458352928.035722,1539889
4386138,1458669311.586790,1539555
4386138,1458696788.492042,1539526
4386138,1458730899.193889,1539490
4386138,1458885364.838011,1539327
4386138,1458847456.129695,1539367
4386138,1458629519.283293,1539597
4386138,1458865462.520496,1539348
6414508,1458297150.479242,1126049
6414508,1458856829.632104,1125617
6414508,1458592483.174501,1125821
6414508,1458869790.255391,1125607
6414508,1458873678.487283,1125604
6414508,1458884047.206991,1125596
6414508,1458815357.185055,1125649
6414508,1458775183.000497,1125680
6414508,1458856829.632104,1125617
6414508,1458803693.484167,1125658
6414508,1458869790.255391,1125607
6414508,1458869790.255391,1125607
6414508,1458776478.907397,1125679
6414508,1458867198.112311,1125609
6414508,1458890527.731654,1125591
6414508,1458824429.081360,1125642
6414508,1458886639.409947,1125594
6414508,1458102917.867979,1126199
6414508,1458858125.684070,1125616
6414508,1458825725.075757,1125641
9380897,1458859813.322561,1646155
9380897,1458850064.938773,1646166
9380897,1458808414.221003,1646213
9380897,1458646264.932616,1646396
9380897,1458807528.061358,1646214
9380897,1458889945.514333,1646121
9380897,1458875765.504329,1646137
9380897,1458860699.545729,1646154
9380897,1458847406.311260,1646169
9380897,1458938691.401195,1646066
9380897,1458876651.746879,1646136
9380897,1458811958.870350,1646209
9380897,1458881969.224788,1646130
9380897,1458804869.588882,1646217
9380897,1458466436.576240,1646599
9380897,1458796008.083940,1646227
9380897,1458838544.289533,1646179
9380897,1458398237.418897,1646676
9380897,1458902353.249212,1646107
9380897,1458277797.344202,1646812
13719093,1458792850.764061,1203765
13719093,1458790427.051082,1203767
13719093,1458864353.920310,1203706
13719093,1458735895.638189,1203812
13719093,1458912834.623559,1203666
13719093,1458906774.359439,1203671
13719093,1458769825.815927,1203784
13719093,1458944348.808614,1203640
13719093,1458774673.113027,1203780
13719093,1458294946.918059,1204176
13719093,1458928591.545902,1203653
13719093,1458855870.128511,1203713
13719093,1458801333.822911,1203758
13719093,1458228343.233150,1204231
13719093,1458302213.142663,1204170
13719093,1458911622.566706,1203667
13719093,1458931015.718011,1203651
13719093,1458886169.838031,1203688
13719093,1458897078.041571,1203679
13719093,1458205336.101308,1204250
20063488,1457470937.996405,1762043
20063488,1457825043.497018,1761615
20063488,1457399806.711086,1762129
20063488,1456593035.582112,1763105
20063488,1457542076.225470,1761957
20063488,1457091375.782836,1762502
20063488,1456685570.504251,1762993
20063488,1457901182.102079,1761523
20063488,1456573208.199740,1763129
20063488,1457681063.963959,1761789
20063488,1456824394.934267,1762825
20063488,1457152555.451910,1762428
20063488,1456466645.266887,1763258
20063488,1456831006.281423,1762817
20063488,1457723261.915222,1761738
20063488,1457817595.582258,1761624
20063488,1456287423.411163,1763475
20063488,1457897871.562570,1761527
20063488,1457547039.616879,1761951
20063488,1455716190.133927,1764167
29341848,1429334518.687211,1313813
29341848,1429134367.886685,1313997
29341848,1426896285.726009,1316058
29341848,1427084964.936119,1315884
29341848,1427024235.147499,1315940
29341848,1426964594.850284,1315995
29341848,1427043754.873009,1315922
29341848,1427421241.222463,1315574
29341848,1427236812.024224,1315744
29341848,1427056768.320022,1315910
29341848,1427261761.422065,1315721
29341848,1426561340.416464,1316367
29341848,1427738136.764587,1315282
29341848,1426908212.244699,1316047
29341848,1427854294.675614,1315175
29341848,1426937487.272230,1316020
29341848,1427804355.313670,1315221
29341848,1427856466.031465,1315173
29341848,1427573159.884875,1315434
29341848,1427286711.692197,1315698
42910984,1421638605.084308,1931787
42910984,1421551036.127017,1931906
42910984,1421955120.674220,1931357
42910984,1421538527.156621,1931923
42910984,1421620943.249624,1931811
42910984,1424799027.964692,1927502
42910984,1425638508.134743,1926367
42910984,1424685201.093971,1927656
42910984,1425827249.921084,1926112
42910984,1424613514.283210,1927753
42910984,1421834386.475736,1931521
42910984,1421827761.411938,1931530
42910984,1421964691.945091,1931344
42910984,1421721768.787073,1931674
42910984,1424860383.756723,1927419
42910984,1424619426.324540,1927745
42910984,1424882561.849217,1927389
42910984,1424855948.221072,1927425
42910984,1424777591.644440,1927531
42910984,1424831553.268606,1927458
62755168,1424355015.366589,1409877
62755168,1422110708.716509,1412102
62755168,1424099463.170062,1410130
62755168,1424018675.232767,1410210
62755168,1421811666.533324,1412399
62755168,1421602311.187754,1412607
62755168,1421616400.477703,1412593
62755168,1422450178.322880,1411765
62755168,1421411127.005507,1412797
62755168,1421346739.700509,1412861
62755168,1421532875.195728,1412676
62755168,1420640874.159836,1413563
62755168,1421407102.628042,1412801
62755168,1420908256.367911,1413297
62755168,1421134504.115855,1413072
62755168,1421242122.770203,1412965
62755168,1421559038.686157,1412650
62755168,1420732335.695366,1413472
62755168,1415364159.136417,1418833
62755168,1422459246.498687,1411756
91776294,1421165498.025165,1033251
91776294,1421477789.480206,1033024
91776294,1420724121.783485,1033572
91776294,1421554851.650777,1032968
91776294,1421322314.465555,1033137
91776294,1413488277.087547,1038863
91776294,1421030718.566525,1033349
91776294,1421300303.052888,1033153
91776294,1424295982.463287,1030980
91776294,1421319563.001687,1033139
91776294,1421137989.936812,1033271
91776294,1420660894.063377,1033618
91776294,1424074977.209690,1031140
91776294,1424315323.686717,1030966
91776294,1424232436.427403,1031026
91776294,1424323612.943276,1030960
91776294,1424121935.087178,1031106
91776294,1424178564.881943,1031065
91776294,1423757402.290158,1031370
91776294,1425695431.314371,1029968
134218240,1424337284.350536,1507713
134218240,1424329726.786322,1507721
134218240,1424385465.707831,1507662
134218240,1424446878.044995,1507597
134218240,1424256989.331462,1507798
134218240,1421370504.216142,1510860
134218240,1424247543.453808,1507808
134218240,1424256989.331462,1507798
134218240,1424396802.971512,1507650
134218240,1424930803.504779,1507085
134218240,1424361846.988135,1507687
134218240,1424329726.786322,1507721
134218240,1409412244.967608,1523679
134218240,1424352399.719572,1507697
134218240,1424291940.168236,1507761
134218240,1423369624.149455,1508738
134218240,1424024657.105496,1508044
134218240,1424373183.875835,1507675
134218240,1424422312.474670,1507623
134218240,1422894300.582677,1509242
