EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,981.930161,1076482
299,1027.431703,1406630
350,1057.814442,1875724
409,993.152288,1366353
478,1002.887773,1850766
559,1027.029789,1237335
654,1078.503091,1614484
765,1029.880289,1157690
895,1022.636824,1597024
1047,889.658174,1256925
1224,889.059525,1719933
1432,633.138471,1653649
1674,569.602832,1256436
1958,555.999067,1761585
2290,580.837591,1153632
2678,571.078825,1605041
3132,558.776150,1122098
3662,580.568800,1476687
4283,579.509793,1011998
5009,573.710358,1398339
5857,569.687049,1925606
6850,564.528121,1329113
8011,535.551836,1916351
9368,551.574256,1272314
10955,569.017711,1686671
12811,518.721209,1265192
14982,562.958336,1594437
17521,571.891089,1073335
20489,537.902738,1560569
23961,546.615971,1050159
28021,549.279147,1429263
32768,520.893640,2061094
