EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,1002.048732,1054869
299,1010.701522,1429914
350,1033.469782,1919909
409,1003.501993,1352261
478,1002.702485,1851108
559,1031.728427,1231700
654,1088.436989,1599749
765,1043.372053,1142720
895,1019.913053,1601289
1047,891.041959,1254973
1224,881.179323,1735314
1432,642.568830,1629380
1674,581.668260,1230374
1958,559.246125,1751357
2290,583.487388,1148393
2678,572.372961,1601412
3132,556.912492,1125853
3662,585.309744,1464726
4283,558.169689,1050689
5009,561.119921,1429715
5857,561.474605,1953771
6850,560.409524,1338881
8011,550.267356,1865103
9368,555.879511,1262460
10955,568.951933,1686866
12811,543.393095,1207748
14982,564.316004,1590601
17521,559.371438,1097358
20489,561.688032,1494485
23961,550.986997,1041828
28021,547.096141,1434966
32768,536.005122,2002986
