EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,1000.782182,1056204
299,1027.490870,1406549
350,1045.793848,1897284
409,968.443513,1401214
478,1008.490480,1840484
559,1037.082660,1225341
654,1083.374803,1607224
765,1045.501996,1140392
895,1024.192008,1594599
1047,892.581072,1252809
1224,889.341850,1719387
1432,640.501150,1634640
1674,583.058171,1227441
1958,554.807619,1765368
2290,580.696146,1153913
2678,573.508222,1598242
3132,560.014862,1119616
3662,581.851351,1473432
4283,581.070419,1009280
5009,574.072042,1397458
5857,572.072062,1917578
6850,582.887743,1287249
8011,438.837306,2338692
9368,516.591532,1358473
10955,557.706332,1720880
12811,264.173044,1242144
14982,553.664598,1621201
17521,559.999126,1096128
20489,527.393854,1591665
23961,560.680514,1023816
28021,560.548050,1400530
32768,507.200827,2116737
