EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,1001.667956,1055270
299,1008.675584,1432786
350,1057.604694,1876096
409,1010.152624,1343358
478,1014.700024,1829221
559,1050.336359,1209879
654,1083.254158,1607403
765,1035.516330,1151389
895,1024.716384,1593783
1047,887.272208,1260305
1224,932.996133,1638938
1432,700.509698,1494610
1674,591.455557,1210014
1958,567.556821,1725712
2290,560.565752,1195351
2678,538.958713,1700696
3132,522.392502,1200250
3662,546.289890,1569347
4283,545.307318,1075472
5009,564.192820,1421928
5857,561.102981,1955065
6850,551.019547,1361697
8011,545.088859,1882822
9368,538.767707,1302557
10955,559.694508,1714767
12811,537.790976,1220329
14982,537.754221,1669167
17521,527.808948,1162979
20489,547.852822,1532226
23961,548.046939,1047417
28021,548.523866,1431231
32768,540.770034,1985337
