EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,1001.538881,1055406
299,1009.540833,1431558
350,1041.307074,1905459
409,992.655362,1367037
478,991.407738,1872197
559,1041.498234,1220146
654,1079.566285,1612894
765,1032.678545,1154553
895,1024.731172,1593760
1047,893.593918,1251389
1224,873.353279,1750864
1432,640.542295,1634535
1674,579.974119,1233968
1958,557.305024,1757457
2290,564.179214,1187695
2678,571.497913,1603864
3132,555.237685,1129249
3662,583.162588,1470119
4283,580.975439,1009445
5009,575.224997,1394657
5857,570.165541,1923990
6850,583.918816,1284976
8011,522.330252,1964859
9368,515.607361,1361066
10955,553.482078,1734014
12811,322.754512,2033378
14982,556.670452,1612447
17521,556.283727,1103449
20489,527.688586,1590776
23961,561.609201,1022123
28021,559.226380,1403840
32768,507.599139,2115076
