EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,998.083342,1059060
299,1011.355760,1428989
350,1033.494006,1919864
409,1009.794065,1343835
478,1014.889217,1828880
559,1022.625508,1242664
654,1086.801096,1602157
765,1033.447441,1153694
895,1024.639879,1593902
1047,889.882605,1256608
1224,934.375800,1636518
1432,702.076277,1491275
1674,593.307046,1206238
1958,564.895216,1733843
2290,561.635600,1193074
2678,544.806580,1682441
3132,524.024498,1196512
3662,546.991865,1567333
4283,550.545184,1065240
5009,565.909738,1417614
5857,556.321056,1971870
6850,553.074338,1356638
8011,545.338818,1881959
9368,537.998228,1304420
10955,560.406631,1712588
12811,538.104492,1219618
14982,539.382872,1664127
17521,525.118738,1168937
20489,546.965384,1534712
23961,548.140091,1047239
28021,552.302145,1421440
32768,533.289401,2013186
