EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,981.161807,1077325
299,1025.654018,1409068
350,1057.790192,1875767
409,1000.568938,1356225
478,1015.166755,1828380
559,1045.733806,1215204
654,1071.647004,1624813
765,1030.383158,1157125
895,1020.632019,1600161
1047,891.124327,1254857
1224,923.852522,1655159
1432,696.869180,1502418
1674,592.368087,1208150
1958,563.751354,1737361
2290,560.640795,1195191
2678,540.646429,1695387
3132,522.236733,1200608
3662,544.643826,1574090
4283,546.190489,1073733
5009,562.749465,1425575
5857,559.908740,1959235
6850,555.192572,1351462
8011,546.541409,1877818
9368,540.915911,1297384
10955,558.200021,1719358
12811,538.316355,1219138
14982,539.635807,1663347
17521,526.552082,1165755
20489,547.354488,1533621
23961,547.382190,1048689
28021,550.759257,1425422
32768,535.347093,2005448
