EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,999.020047,1058067
299,1026.456787,1407966
350,1057.662761,1875993
409,1009.418492,1344335
478,1002.484778,1851510
559,1027.191671,1237140
654,1080.077229,1612131
765,1035.640457,1151251
895,1027.318548,1589746
1047,893.729615,1251199
1224,835.601763,1829966
1432,636.033538,1646122
1674,578.920401,1236214
1958,556.546899,1759851
2290,584.463026,1146476
2678,573.246032,1598973
3132,558.470063,1122713
3662,585.099229,1465253
4283,580.694711,1009933
5009,576.336629,1391967
5857,569.776409,1925304
6850,583.125115,1286725
8011,523.519379,1960396
9368,518.425616,1353667
10955,554.140714,1731953
12811,511.621466,1282749
14982,555.770505,1615058
17521,555.671377,1104665
20489,530.151756,1583385
23961,558.848646,1027172
28021,563.585431,1392982
32768,506.759601,2118580
