EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,1002.323336,1054580
299,1025.404411,1409411
350,1021.624759,1942169
409,993.640981,1365681
478,996.902371,1861878
559,1045.591836,1215369
654,1078.982941,1613766
765,1040.794476,1145550
895,1019.616328,1601755
1047,894.188430,1250557
1224,948.329094,1612439
1432,700.193943,1495284
1674,590.303746,1212375
1958,567.195937,1726810
2290,554.771370,1207836
2678,535.103143,1712950
3132,520.230959,1205237
3662,545.192451,1572506
4283,540.927976,1084179
5009,558.930276,1435316
5857,557.670356,1967099
6850,550.880380,1362041
8011,545.847552,1880205
9368,538.493201,1303221
10955,558.039038,1719854
12811,540.083499,1215149
14982,540.145964,1661776
17521,529.441916,1159392
20489,545.334404,1539302
23961,548.218091,1047090
28021,552.388417,1421218
32768,541.460585,1982805
