EdgeSize,MegaUpdatesPerSecond,ActualRuntime
256,1000.239543,1056777
299,1025.052402,1409895
350,1055.262536,1880260
409,1006.166480,1348680
478,1014.457670,1829658
559,1036.413619,1226132
654,1066.979335,1631921
765,1047.796248,1137895
895,989.968960,1649724
1047,915.008404,1222102
1224,946.344190,1615821
1432,692.654934,1511559
1674,593.183121,1206490
1958,587.182397,1668033
2290,603.266497,1110741
2678,583.077193,1572013
3132,569.171499,1101604
3662,587.333516,1459679
4283,595.100940,1970969
5009,594.101187,1350345
5857,593.830938,1847315
6850,594.836232,1261392
8011,581.746361,1764180
9368,589.204083,1191057
10955,597.849087,1605331
12811,577.072391,1137261
14982,588.294944,1525768
17521,580.927016,1056640
20489,583.765081,1437966
23961,584.704241,1963501
28021,585.986561,1339731
32768,564.505968,1901859
