STRUCT,Info,3,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,
CPU clock:,2.19492019 GHz,,,,
TABLE,Region MARKER_NAME,Group 1 Raw,Custom,6,
Region Info,HWThread 0,,,,
RDTSC Runtime [s],1.779119,,,,
call count,1,,,,
Event,Counter,HWThread 0,,,
Runtime (RDTSC) [s],TSC,1.779119e+00,,,
MEM_UOPS_RETIRED_LOADS_ALL,PMC1,732386700,,,
MEM_LOAD_UOPS_RETIRED_L1_HIT,PMC2,36958790,,,
INSTR_RETIRED_ANY,FIXC0,3113587000,,,
CPU_CLK_UNHALTED_CORE,FIXC1,3884726000,,,
CPU_CLK_UNHALTED_REF,FIXC2,3884724000,,,
TABLE,Region MARKER_NAME,Group 1 Raw STAT,Custom,6,
Event,Counter,Sum,Min,Max,Avg
Runtime (RDTSC) [s] STAT,TSC,1.7791,1.7791,1.7791,1.7791
MEM_UOPS_RETIRED_LOADS_ALL STAT,PMC1,732386700,732386700,732386700,732386700
MEM_LOAD_UOPS_RETIRED_L1_HIT STAT,PMC2,36958790,36958790,36958790,36958790
INSTR_RETIRED_ANY STAT,FIXC0,3113587000,3113587000,3113587000,3113587000
CPU_CLK_UNHALTED_CORE STAT,FIXC1,3884726000,3884726000,3884726000,3884726000
CPU_CLK_UNHALTED_REF STAT,FIXC2,3884724000,3884724000,3884724000,3884724000
