EdgeSize,MegaUpdatesPerSecond,ActualRuntime
8,29.902736,1262384
8,30.004106,1258119
8,29.946504,1260539
8,30.299267,1245863
8,30.188990,1250414
8,30.329210,1244633
8,30.375116,1242752
8,30.075391,1255137
8,30.304643,1245642
8,30.085338,1254722
8,30.504769,1237470
8,30.072588,1255254
8,30.187445,1250478
8,30.381448,1242493
8,30.034735,1256836
8,30.340155,1244184
8,30.242078,1248219
8,30.196790,1250091
8,30.207399,1249652
8,30.318297,1245081
9,39.936158,1286559
9,40.230911,1277133
9,40.453238,1270114
9,39.555989,1298924
9,40.231131,1277126
9,40.031339,1283500
9,39.927065,1286852
9,39.805408,1290785
9,39.945287,1286265
9,40.300996,1274912
9,39.757267,1292348
9,39.828211,1290046
9,40.049874,1282906
9,40.331397,1273951
9,40.085244,1281774
9,40.230438,1277148
9,39.977828,1285218
9,39.832039,1289922
9,39.813798,1290513
9,40.044942,1283064
11,62.539324,1358100
11,62.575816,1357308
11,62.477587,1359442
11,62.674216,1355177
11,62.431892,1360437
11,62.671580,1355234
11,61.844287,1373363
11,62.852918,1351324
11,62.879348,1350756
11,62.670701,1355253
11,62.864967,1351065
11,62.348345,1362260
11,62.803143,1352395
11,62.463941,1359739
11,62.581303,1357189
11,62.373940,1361701
11,62.675788,1355143
11,62.590942,1356980
11,62.603952,1356698
11,62.826835,1351885
14,102.111648,1478724
14,102.281318,1476271
14,102.103845,1478837
14,101.813037,1483061
14,102.129052,1478472
14,102.138724,1478332
14,102.416114,1474328
14,101.770697,1483678
14,101.895347,1481863
14,101.944260,1481152
14,102.277577,1476325
14,102.458645,1473716
14,102.465528,1473617
14,101.944604,1481147
14,101.932973,1481316
14,101.742513,1484089
14,101.872454,1482196
14,102.169340,1477889
14,102.572164,1472085
14,102.728621,1469843
17,143.542581,1643621
17,143.364555,1645662
17,143.005144,1649798
17,143.323448,1646134
17,143.473970,1644407
17,143.243826,1647049
17,142.553152,1655029
17,142.970653,1650196
17,142.555305,1655004
17,142.727181,1653011
17,143.077125,1648968
17,143.717985,1641615
17,143.214871,1647382
17,141.661343,1665448
17,143.059686,1649169
17,143.405424,1645193
17,143.289935,1646519
17,143.406034,1645186
17,144.103698,1637221
17,142.700419,1653321
20,183.863434,1847777
20,184.681708,1839590
20,184.768187,1838729
20,184.589393,1840510
20,184.519115,1841211
20,184.843985,1837975
20,185.554108,1830941
20,185.405860,1832405
20,184.130196,1845100
20,185.096155,1835471
20,185.358620,1832872
20,183.836173,1848051
20,184.608852,1840316
20,184.891869,1837499
20,184.737142,1839038
20,185.121268,1835222
20,185.176966,1834670
20,184.521119,1841191
20,184.447088,1841930
20,184.593906,1840465
25,250.593261,1106767
25,250.306942,1108033
25,250.775661,1105962
25,250.798112,1105863
25,250.878421,1105509
25,250.360040,1107798
25,250.359814,1107799
25,250.826463,1105738
25,250.530106,1107046
25,250.530106,1107046
25,249.939488,1109662
25,250.882279,1105492
25,251.343135,1103465
25,251.747860,1101691
25,251.681610,1101981
25,249.981840,1109474
25,251.208591,1104056
25,251.098968,1104538
25,251.132618,1104390
25,250.614773,1106672
30,312.132118,1316884
30,312.797911,1314081
30,312.171232,1316719
30,310.992656,1321709
30,312.689880,1314535
30,313.235317,1312246
30,313.066169,1312955
30,312.068846,1317151
30,313.368330,1311689
30,312.276769,1316274
30,311.475762,1319659
