EdgeSize,MegaUpdatesPerSecond,ActualRuntime
8,31.351078,1204065
8,31.185550,1210456
8,31.212419,1209414
8,31.557844,1196176
8,31.486668,1198880
8,31.639179,1193101
8,31.153867,1211687
8,31.300361,1206016
8,31.267279,1207292
8,31.156181,1211597
8,31.239618,1208361
8,31.426116,1201190
8,31.178801,1210718
8,31.497308,1198475
8,31.526191,1197377
8,31.238661,1208398
8,31.171644,1210996
8,31.490581,1198731
8,31.361601,1203661
8,31.382876,1202845
9,41.574402,1235862
9,41.761302,1230331
9,41.701139,1232106
9,41.510182,1237774
9,41.084130,1250610
9,41.577296,1235776
9,41.997345,1223416
9,41.476974,1238765
9,41.206966,1246882
9,41.740267,1230951
9,42.047249,1221964
9,41.519272,1237503
9,41.703441,1232038
9,41.289354,1244394
9,41.589882,1235402
9,41.654789,1233477
9,41.244543,1245746
9,41.705878,1231966
9,41.935611,1225217
9,41.561287,1236252
11,64.938029,1307934
11,64.855815,1309592
11,64.727703,1312184
11,64.434938,1318146
11,64.946172,1307770
11,64.782108,1311082
11,65.259152,1301498
11,64.879545,1309113
11,64.986423,1306960
11,65.057705,1305528
11,64.956653,1307559
11,64.777167,1311182
11,65.345359,1299781
11,65.288398,1300915
11,64.672256,1313309
11,64.880834,1309087
11,64.955659,1307579
11,64.675851,1313236
11,64.781021,1311104
11,64.407868,1318700
14,105.008769,1437927
14,105.153856,1435943
14,105.447299,1431947
14,104.964460,1438534
14,105.172460,1435689
14,105.262202,1434465
14,104.887464,1439590
14,104.723641,1441842
14,104.925948,1439062
14,104.299093,1447711
14,104.588647,1443703
14,104.117785,1450232
14,104.142919,1449882
14,104.888775,1439572
14,104.750885,1441467
14,104.561922,1444072
14,104.293906,1447783
14,104.816983,1440558
14,103.865040,1453761
14,104.583214,1443778
17,146.465800,1610817
17,145.914053,1616908
17,146.337252,1612232
17,146.289524,1612758
17,146.806108,1607083
17,146.967791,1605315
17,146.494811,1610498
17,146.821365,1606916
17,146.893398,1606128
17,146.169525,1614082
17,146.683984,1608421
17,146.704141,1608200
17,145.855690,1617555
17,146.804555,1607100
17,145.332063,1623383
17,146.687358,1608384
17,146.825476,1606871
17,146.142725,1614378
17,147.450471,1600060
17,146.879681,1606278
20,189.707817,1790852
20,188.865498,1798839
20,189.172050,1795924
20,189.440294,1793381
20,188.558788,1801765
20,189.672231,1791188
20,189.228631,1795387
20,188.943015,1798101
20,188.854790,1798941
20,189.578563,1792073
20,188.849331,1798993
20,188.900152,1798509
20,189.206289,1795599
20,188.717889,1800246
20,188.814380,1799326
20,189.085715,1796744
20,188.202493,1805176
20,189.465227,1793145
20,189.707499,1790855
20,189.117186,1796445
25,252.138762,1099983
25,252.035426,1100434
25,254.010851,1091876
25,252.129823,1100022
25,252.583316,1098047
25,253.564972,1093796
25,252.043901,1100397
25,252.675361,1097647
25,253.327115,1094823
25,252.349133,1099066
25,252.354184,1099044
25,251.983446,1100661
25,252.300466,1099278
25,252.046420,1100386
25,253.281077,1095022
25,251.866284,1101173
25,252.291286,1099318
25,253.043753,1096049
25,253.070305,1095934
25,252.778071,1097201
30,304.708108,1348969
30,304.612590,1349392
30,305.212206,1346741
30,303.264813,1355389
30,305.031010,1347541
30,305.165301,1346948
30,306.236602,1342236
30,305.285199,1346419
30,303.196138,1355696
30,305.443317,1345722
30,305.849914,1343933
30,304.671068,1349133
30,304.920586,1348029
30,306.035730,1343117
30,305.992900,1343305
30,303.833525,1352852
30,305.831936,1344012
30,306.346155,1341756
30,304.888695,1348170
30,304.700428,1349003
36,354.368782,1710300
36,353.678300,1713639
36,352.233305,1720669
36,351.905260,1722273
36,354.528188,1709531
36,330.757786,1832389
36,354.131700,1711445
36,354.165638,1711281
36,352.670077,1718538
36,354.204137,1711095
36,351.855616,1722516
36,329.754336,1837965
36,354.291100,1710675
36,353.247470,1715729
36,352.653865,1718617
36,351.367480,1724909
36,351.063616,1726402
36,352.249477,1720590
36,353.686762,1713598
36,355.127500,1706646
44,372.147274,1242578
44,373.600391,1237745
44,371.455827,1244891
44,372.924590,1239988
44,372.180821,1242466
44,372.902336,1240062
44,371.882110,1243464
44,372.746932,1240579
44,372.793509,1240424
44,372.819357,1240338
44,372.785696,1240450
44,373.120480,1239337
44,371.764314,1243858
44,373.430231,1238309
44,372.810340,1240368
44,371.480296,1244809
